77.0000,1157.0000,0.0000,21.0000,1293.0000,2086.0000,735.0000,61.0000,460.0000,717.0000
0.0000,0.0000,0.0000,1257.0000,0.0000,640.0000,1738.0000,326.0000,980.0000,1534.0000
853.0000,749.0000,1144.0000,264.0000,83.0000,153.0000,0.0000,1890.0000,194.0000,167.0000
384.0000,231.0000,1653.0000,341.0000,911.0000,722.0000,491.0000,455.0000,1785.0000,524.0000
37.0000,170.0000,1005.0000,749.0000,281.0000,51.0000,217.0000,702.0000,23.0000,930.0000
552.0000,1219.0000,518.0000,61.0000,100.0000,275.0000,132.0000,226.0000,942.0000,1001.0000
784.0000,301.0000,0.0000,945.0000,1452.0000,1110.0000,281.0000,692.0000,457.0000,39.0000
520.0000,1804.0000,1632.0000,175.0000,236.0000,161.0000,578.0000,1074.0000,694.0000,18.0000
2080.0000,587.0000,6.0000,986.0000,769.0000,158.0000,690.0000,11.0000,128.0000,83.0000
636.0000,524.0000,0.0000,1332.0000,717.0000,65.0000,1056.0000,828.0000,188.0000,936.0000
