479.0000,516.0000,471.0000,497.0000,456.0000,454.0000,474.0000,484.0000,456.0000,513.0000
459.0000,540.0000,485.0000,498.0000,512.0000,428.0000,464.0000,464.0000,453.0000,497.0000
484.0000,569.0000,437.0000,492.0000,466.0000,444.0000,472.0000,510.0000,475.0000,451.0000
478.0000,494.0000,492.0000,507.0000,472.0000,422.0000,469.0000,499.0000,478.0000,489.0000
418.0000,523.0000,458.0000,489.0000,449.0000,432.0000,507.0000,500.0000,510.0000,514.0000
480.0000,545.0000,476.0000,507.0000,476.0000,424.0000,456.0000,496.0000,449.0000,491.0000
461.0000,572.0000,531.0000,485.0000,504.0000,409.0000,473.0000,461.0000,450.0000,454.0000
482.0000,552.0000,462.0000,500.0000,440.0000,436.0000,453.0000,503.0000,500.0000,472.0000
462.0000,543.0000,502.0000,474.0000,426.0000,427.0000,472.0000,536.0000,461.0000,497.0000
494.0000,534.0000,489.0000,488.0000,461.0000,423.0000,486.0000,526.0000,468.0000,431.0000
