2066.0000,1178.0000,116.0000,311.0000,388.0000,121.0000,0.0000,267.0000,557.0000,0.0000
349.0000,492.0000,79.0000,401.0000,266.0000,589.0000,1147.0000,421.0000,268.0000,338.0000
0.0000,190.0000,720.0000,836.0000,2050.0000,241.0000,0.0000,310.0000,298.0000,0.0000
512.0000,465.0000,100.0000,43.0000,49.0000,333.0000,1314.0000,264.0000,924.0000,746.0000
741.0000,38.0000,147.0000,768.0000,108.0000,7.0000,356.0000,185.0000,26.0000,529.0000
22.0000,314.0000,310.0000,776.0000,81.0000,381.0000,211.0000,348.0000,33.0000,195.0000
183.0000,47.0000,1159.0000,165.0000,487.0000,375.0000,920.0000,194.0000,7.0000,469.0000
71.0000,887.0000,69.0000,96.0000,135.0000,379.0000,22.0000,746.0000,636.0000,62.0000
0.0000,226.0000,1226.0000,265.0000,289.0000,1139.0000,0.0000,1112.0000,535.0000,0.0000
70.0000,165.0000,69.0000,316.0000,129.0000,454.0000,5.0000,163.0000,726.0000,1677.0000
