0.0000,3109.0000,0.0000,42.0000,0.0000,20.0000,282.0000,0.0000,0.0000,0.0000
248.0000,84.0000,0.0000,4223.0000,0.0000,11.0000,1368.0000,4.0000,0.0000,3.0000
2581.0000,0.0000,2.0000,0.0000,244.0000,0.0000,0.0000,3496.0000,4.0000,11.0000
0.0000,0.0000,3428.0000,0.0000,0.0000,0.0000,2263.0000,9.0000,0.0000,1911.0000
1.0000,12.0000,1.0000,466.0000,559.0000,469.0000,0.0000,409.0000,0.0000,3895.0000
2793.0000,0.0000,2295.0000,1399.0000,39.0000,2007.0000,58.0000,0.0000,0.0000,0.0000
299.0000,3495.0000,0.0000,0.0000,0.0000,0.0000,19.0000,0.0000,1.0000,0.0000
0.0000,42.0000,1.0000,1.0000,0.0000,2914.0000,89.0000,29.0000,0.0000,128.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1820.0000,0.0000,5845.0000,0.0000
1.0000,0.0000,231.0000,0.0000,5000.0000,0.0000,19.0000,2318.0000,1.0000,1.0000
