0.0000,16.0000,3.0000,3.0000,0.0000,7.0000,2621.0000,0.0000,695.0000,0.0000
0.0000,4935.0000,0.0000,0.0000,0.0000,0.0000,0.0000,626.0000,0.0000,5.0000
413.0000,0.0000,145.0000,3364.0000,3.0000,0.0000,1.0000,130.0000,185.0000,218.0000
0.0000,0.0000,2834.0000,70.0000,3.0000,0.0000,0.0000,8.0000,0.0000,4483.0000
266.0000,32.0000,1781.0000,740.0000,2.0000,66.0000,1.0000,1594.0000,1.0000,0.0000
3934.0000,0.0000,6.0000,0.0000,353.0000,0.0000,0.0000,0.0000,382.0000,0.0000
0.0000,0.0000,222.0000,0.0000,0.0000,4914.0000,0.0000,1.0000,0.0000,1.0000
0.0000,0.0000,0.0000,771.0000,4636.0000,0.0000,0.0000,0.0000,0.0000,25.0000
387.0000,17.0000,0.0000,51.0000,2.0000,0.0000,538.0000,2640.0000,11.0000,4.0000
0.0000,0.0000,9.0000,1.0000,1.0000,13.0000,1839.0000,1.0000,3726.0000,264.0000
