4779.0000,0.0000,0.0000,0.0000,0.0000,2244.0000,0.0000,0.0000,0.0000,0.0000
187.0000,2.0000,4973.0000,9.0000,0.0000,0.0000,4.0000,0.0000,0.0000,6.0000
409.0000,5632.0000,0.0000,16.0000,0.0000,0.0000,0.0000,565.0000,0.0000,0.0000
0.0000,2.0000,0.0000,0.0000,1.0000,0.0000,531.0000,69.0000,0.0000,5549.0000
8.0000,489.0000,0.0000,3548.0000,0.0000,1919.0000,0.0000,0.0000,0.0000,126.0000
0.0000,86.0000,0.0000,0.0000,2.0000,785.0000,55.0000,4171.0000,3.0000,0.0000
0.0000,103.0000,0.0000,340.0000,1193.0000,0.0000,0.0000,1439.0000,3348.0000,6.0000
22.0000,2.0000,1.0000,225.0000,1.0000,366.0000,2817.0000,0.0000,550.0000,261.0000
0.0000,425.0000,0.0000,1963.0000,0.0000,3.0000,2511.0000,16.0000,1950.0000,0.0000
518.0000,1.0000,984.0000,30.0000,4645.0000,104.0000,0.0000,5.0000,0.0000,1.0000
