0.0000,0.0000,0.0000,0.0000,0.0000,92.0000,109.0000,1.0000,0.0000,5637.0000
0.0000,142.0000,945.0000,1.0000,0.0000,2066.0000,5.0000,0.0000,219.0000,0.0000
10.0000,0.0000,0.0000,0.0000,0.0000,9.0000,3829.0000,1.0000,0.0000,0.0000
792.0000,52.0000,0.0000,0.0000,0.0000,0.0000,66.0000,0.0000,2081.0000,10.0000
13.0000,5871.0000,5004.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.0000
0.0000,655.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,3550.0000,236.0000
297.0000,0.0000,0.0000,9.0000,0.0000,3056.0000,1901.0000,130.0000,0.0000,11.0000
21.0000,0.0000,0.0000,6120.0000,5841.0000,32.0000,7.0000,0.0000,1.0000,0.0000
71.0000,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,6126.0000,0.0000,0.0000
4719.0000,22.0000,0.0000,1.0000,1.0000,166.0000,1.0000,0.0000,0.0000,1.0000
