0.0000,856.0000,5576.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0000,436.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.0000,5336.0000,0.0000
0.0000,6.0000,0.0000,0.0000,0.0000,3165.0000,0.0000,0.0000,0.0000,0.0000
5664.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000
257.0000,0.0000,19.0000,0.0000,11.0000,0.0000,4868.0000,4100.0000,0.0000,0.0000
0.0000,424.0000,0.0000,0.0000,244.0000,0.0000,0.0000,0.0000,0.0000,2773.0000
0.0000,0.0000,0.0000,6116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,5585.0000,0.0000,0.0000,894.0000,0.0000,0.0000
0.0000,5019.0000,362.0000,0.0000,0.0000,0.0000,1050.0000,777.0000,0.0000,0.0000
1.0000,1.0000,1.0000,15.0000,1.0000,2246.0000,0.0000,1.0000,515.0000,3176.0000
