4660.0000,0.0000,0.0000,0.0000,822.0000,0.0000,1808.0000,0.0000,0.0000,0.0000
0.0000,4.0000,0.0000,0.0000,0.0000,3.0000,0.0000,4994.0000,0.0000,1.0000
0.0000,0.0000,0.0000,4701.0000,0.0000,0.0000,72.0000,0.0000,5.0000,0.0000
0.0000,0.0000,1.0000,19.0000,0.0000,2.0000,3.0000,0.0000,0.0000,4301.0000
3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,4990.0000,663.0000
0.0000,2910.0000,0.0000,267.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000
0.0000,2.0000,0.0000,1.0000,0.0000,4697.0000,0.0000,0.0000,0.0000,0.0000
31.0000,0.0000,0.0000,11.0000,4177.0000,290.0000,0.0000,0.0000,0.0000,9.0000
305.0000,0.0000,4767.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0000,2084.0000,232.0000,1.0000,1.0000,8.0000,3117.0000,1.0000,5.0000,0.0000
