0.0000,0.0000,2665.0000,2788.0000,0.0000,0.0000,0.0000,0.0000,169.0000,0.0000
4.0000,0.0000,241.0000,0.0000,4021.0000,0.0000,0.0000,1142.0000,1.0000,198.0000
0.0000,3261.0000,102.0000,1.0000,0.0000,370.0000,2807.0000,0.0000,2.0000,333.0000
5.0000,0.0000,1991.0000,0.0000,0.0000,1148.0000,0.0000,0.0000,3801.0000,0.0000
3332.0000,7.0000,0.0000,0.0000,831.0000,514.0000,0.0000,583.0000,0.0000,0.0000
1409.0000,7.0000,0.0000,616.0000,2.0000,121.0000,0.0000,1697.0000,0.0000,58.0000
30.0000,0.0000,0.0000,7.0000,81.0000,0.0000,2041.0000,1511.0000,0.0000,1.0000
3.0000,1687.0000,0.0000,1587.0000,0.0000,46.0000,0.0000,0.0000,40.0000,707.0000
211.0000,37.0000,0.0000,0.0000,64.0000,2801.0000,2.0000,65.0000,986.0000,44.0000
6.0000,1.0000,1.0000,1.0000,1.0000,0.0000,150.0000,2.0000,1.0000,3659.0000
